Manx,English,Page,Notes
"A. Er-y-fa dy vel shin goal rish Leihaghyn Yee dy ve Casherick, Cairagh as Mie, as ny yei dy vel sleih dyn mrishey ad, ga dy vel ad fakin yn Gaue ta liorish shen y yanoo. Myr shen nagh vel resoon y Leih hene, ny’n pooar echyssyn ta cur y Leih, cha vel Baggyrtyn y Vea ta ry heet, ny kerraghey’n Vea shoh fondagh dy liooar, dy chur orryn ve biallagh fegooish grayse niartal Yee, er y hon eisht ta shin ynsit dy ghoal Padjer kinjagh.","A. Because the Laws of God are owned to be Holy, Just, and Good, and yet Men transgress them, though they see the Danger of doing so. So that neither the Reasonableness of the Laws, nor the Greatness of the Law-giver ; neither the Threatning of the Next Life, nor the Punishments of this, are sufficient to make us obedient, without God’s special Grace, which therefore we are taught at all times to pray for.",115,
Q. Vod mad jercal rish dy der Jee dooin y cooney ta shin guee er y hon ?,Q. May we hope that God will give us the Assistance we pray for ?,115,
"A. Foddee. Son Te er sarey shin dy ghoal Padjer huggey ; Te er Yialdyn dy chlashtyn rooin as dy reggyrt shin, as te feer vooiagh jeusyn ta tushtagh jeh’n Voughtynid oc hene as hig huggyssyn son cooney.","A. Yes. For he hath commanded us to pray to him ; he hath promised to hear and answer us ; and is well-pleased with such, as being sensible of their own Misery, do come to him for Help.",115,
Q. As cre’n vondeish t’ayns ve goal Padjer kinjagh ?,Q. And what will be the Advantage of praying constantly ?,116,
"A. Nee eh Graih gys Jee y hoi-agh ayns dty Chree, huggey t’ow gol er dy chooilley oyr, as fakin dy vel oo gearree e vannaght er dy chooilley obbyr, cha gow veg ayns laue agh shen t’ow treshteil nee booiagh jeh. Nee oo hene gynsagh dy ve booisal as ynsee oo feallagh elley dy ghoal rish Jee, dy chur nyn Marrant huggey as dy chur gloyr da.","A. It will create in your Heart a true Love for God, to whom you go upon all Occasions ; and since you are to beg his Blessing upon every Work, you will undertake nothing but what you hope will please him. You will learn to be thankful your self, and teach others to own, to depend upon, and to glorifie God.",116,
Q. Cre ny ard reddyn lishagh shin Padjer y yanoo er y hon ?,Q. What are the things we should chiefly pray for ?,116,
A. Son tushtey jeh Jee as jeh e raadjin.,A. For the Knowledge of God and his Ways.,116,
[114] Son Leih nyn beccaghyn as grayse dy yanoo e aigney son e vannaght as e choadey dyn vreall veih tuitchim.,"For Pardon of our Sins, and Grace to do his Will ; For his Favour and Protection, to keep us from falling.",116,
"As ta Gialdyn Chreest ain my hirrys mad ny reddyn shoh ayns y chied ynnyd, nee Jee ooilley nyn Veme y yanoo magh.","And we have the Promise of Christ, that if we seek these Things in the first place, God will supply all our Wants.",116,
Q. Nagh vod mad guee son Bannaghtyn elley ?,Q. May we not pray for other Blessings ?,116,
"A. Foddee. Ny yei cooinee dy nee ec Jee ny lomarcan ta fys er cre share er nyn son ; T’er chur dooin ooilley yn gialdyn shoh, lesh lishagh shin ve boiagh. Dy jean dagh nee gobberagh cuidjagh son y vie ocsyn ta graih oc er Jee. Echey share ta fys er cre’n ayrn dy Lhaynt, dy Verchys as dy Vaynrys Seihltagh vees mie er nyn son. Huggey er-y-fa shoh lishagh shin ooilley nyn aignaghyn y injilagh.","A. Yes. Only remember, that God alone knows what is best for us ; who hath given us this general Promise, which we should be contented with. That all things shall work together for good to those that love God, who best knows what share of Health, of Riches, of Prosperity or Success, will be good for us, to whom therefore we should submit all our Desires.",116,
Q. Cre’n aght nee mad padjer dy vod mad ve er nyn glashtyn ?,Q. How must we pray that we may be heard ?,116,
"[ 108 ] A. Leeyn dty Chree lesh ennaghtyn firrinagh jeh ny t’ow ny eme. Smooinee er cre cha beg as oddys oo cooney liat hene ; Jeagh seose gys Jee ooilley-niartal as cur dty varrant gys e viys as e yialdynyn ayns Yeesey Creest, er y graih echyssyn eashtee e rooin as ver e dooin dagh nee share hee e hene er nyn son.","A. Possess your Heart with a true Sense of what you want ; Think how little able you are to help your self ; Look up to Almighty God, and depend upon his Goodness and Promises in Jesus Christ, for whose sake he will hear, and do what is best for us.",117,
"Ayns chummey jeh’n Annoonid ain, as son nagh bee’n persoon sniauhushtee feme goan dy yanoo padjer gys Jee, Te er-y-fa shoh er chur dooin yn phadjer fondagh ec y1 hene, lishagh dy chooilley Chreestee shirrey hoiggal.","Who in Compassion to our Infirmities, and that the most ignorant Person may not want Words, wherein he may pray to God, he [hath] therefore given us a most perfect Form of Prayer, which all Christians should endeavour to understand.",117,
Ayr ain t’ayns Niau.,Our Father which art in Heaven ;,117,
Q. Cre’n fa ta shin er nyn ynsagh dy yanoo toshiaght er nyn Badjeryn lurg yn aght shoh ?,Q. Why are we taught to begin our Prayers after this manner ?,117,
"A. Dy vod mad guee lesh shickerys dy bee mad dy foaroil er nyn glashtyn ; Son myr ta Ayr goal chummey jeh e chloan hene, myr shen ta’n Chiarn goal chummey jeusyn ta aglagh roish.","A. That we may pray with Assurance of being favourably heard. For as a Father pitieth his own Children, so the Lord pitieth them that fear him.",117,
"Agh eisht shegin dooin cooinaght dy vel eshyn ayns Niau, as yn aght myr ta’n urjid ta eddyr Niau as Talloo mooar, myrgeddyn ta’n Chiarn foddey er skyn yn fer smoo niartal er y talloo, shen-y-fa shegin dooin guee huggey lesh dy chooilley Injilid.","But then, we must remember that he is in Heaven, and as the distance betwixt Heaven and Earth is great, so is the Lord far above the Mightiest on Earth, therefore we must pray to him with great Humility.",117,
"As huggyssyn ny lomarchan ; Son dy yanoo padjer gys Creture erbee, she peccah as ommyjys wooar eh ; Te dy hoiagh beg jeh nyn Ayr Flaunyssagh, huggey ta Creest goardagh dooin gol.","And to him only : For to pray to any Creature, is great Sin and Folly ; It is to despise our heavenly Father, to whom Christ directs us to go.",117,
"[ 109 ] Huggey shegin dooin Guee cha nee er nyn son hene ny lomarcan, agh son dy chooilley stayd as aght ta sleih ayn ; Son Braraghyn shin ooilley, as eshyn Nyn Ayr.","To whom we must pray, not for our selves only, but for all Estates and Conditions of Men ; For we are all Brethren, and he is our Father.",118,
Casherick dy rou dt’ennym.,Hallowed be thy Name.,118,
Q. Cre ta shin guee dy1 hon ayns ny goan shoh ?,Q. What do we pray for in these Words ?,118,
"A. Ta shin guee dy vod mooads as Creenaght as mi-ys Yee ve er ny hoiggal as er ny ghoal rish, dy vod dy chooilley ghooinney Gloyr as Onner as Pooar y chur dasyn ren dagh nee y chroo. As er nyn son hene ta shin guee [116] dy vod mad Bea crauee y leeideil, son nagh bee dy bragh Goan mollaghtagh er ny loart noi Ennym Yee maskey drough leih, trooid nyn mee-viallys gys e Leighaghyn, agh dy vod ad nyn obbraghyn mie y akin as Jee t’ayns Niau y ghloyragh.","A. We pray that the Greatness, and Wisdom, and Goodness of God may be so known and acknowledged, that all Men may give Glory, and Honour, and Power to him who hath created all things. And for our selves we pray that we may lead Holy Lives, that the Name of God may never be blasphemed amongst wicked Men, through our disobedience to his Laws, but that seeing our good Works, they may glorifie our Father which is in Heaven.",118,
Dy jig dty Reereeaght.,Thy Kingdom come.,118,
"Q. Cre chon ta shin janoo padjer, tra ta shin gra ny goan shoh ?","Q. What do we pray for, when we say these Words ?",118,
"A. Ta shin guee dy vod sleih en e2 chur er e raadjin er e3 tallow, as e Haual-tys anmey ve er ny hoilshagh gys dy chooilley ashoon. Son yn oyr shoh ta shin guee ersyn dy vannaghey’n obber ocsyn ta Gynsagh yn Sushtal, dy vod byallys ve er ny choyrt gys Leihaghyn Yee, as gyn e Reereeaght dy bragh ve er ny ghoal woin, agh dy vod e reill ayns nyn Greeaghyn liorish e Spyrryd casherick, as ooilley nyn nrogh aignaghyn y chummal fo, myr shen nagh vou peccah as e4 drough-spyrryd dy bragh Barreeaght harrin, agh dy vod mad cheet gys y Reereeaght echyssyn vees dy bragh er-mayrn.","A. We pray God, that his Ways may be know[n] upon Earth, his saving Health among all Nations. To which end, we beseech him to bless the Labours of them that preach the Gospel, that the Laws of Christ may be submitted to, and his Kingdom may never be taken from us, but that he may rule in our Hearts by his Holy Spirit, and subdue all our evil Affections, so that Sin and Satan may never get the Dominion over us, but that we may come to his everlasting Kingdom.",118,
Dt’aigney dy rou jeant er Tallow myr te ayns Niau.,"Thy Will be done in Earth, as it is in Heaven.",119,
Q. Cre ta shin dy yearree ayns yn Accan shoh ?,Q. What do we desire in this Petition ?,119,
"A. Ta shin guee dy vod dy chooilley ghooinney nyn gurrym y chooilleeney ayns y stayd shen dy vea ayn ta Kiaralys Flaunyssagh Yee er nyn soiagh ad. As er skyn ooilley dy jinnagh e dooin e grayse1 dy [117] smaghtagh as dy hregeil nyn Aignaghyn hene as nyn nearee, dy vod mad ghraih as bialys creeoil y chur da e Leihaghyn, dy vod fys ve ain er e aigney as boggey y ghoal ayns y chooilleeney eh, son shoh’n aigney ta Ainlyn Yee kinjagh ayn.","A. We pray that all Men may do their Duty in that State of Life in which the Providence of God hath placed them. And particularly, that he would give us Grace so to mortifie and forsake our own Wills and Desires, that we may love, and cheerfully obey his Laws ; that we may know his Will, and take delight in doing it ; for so the Angels of God are still disposed.",119,
Cur dooin jiu nyn Arran gagh laa.,Give us this Day our daily Bread.,119,
Q. Cre ta shin ayns shoh Guee er y hon ?,Q. What do we here pray for ?,119,
"A. Ta shin gearee er Jee echey ta fys er cre ta shin feme, dy der e dooin ny ta ymmyrchagh son Bea gherjolagh : Dy bannee e ooilley nyn obbraghyn onneragh ; as nagh gliaght mad dy bragh leid ny aghtyn dy gheddyn nyn meaghey as ta fys ain nagh jean e dy bragh y vannagh. As myr shoh ta shin goal padjer dy chooilley laa dy reall ayns nyn Greeaghyn ennaghtyn our kinjagh jeh nyn marrant er Ard-chiaralys Yee ; shen y shickerys share ain.","A. We beg of God, who knoweth what we have need of, that we may not want what is necessary for a comfortable Life : That He will bless all our honest Endeavours, and that we may never use such Ways to get a livelihood, which we know He will never bless. And thus we pray every day, to keep in our Hearts a constant Sense of Dependance upon God’s Providence, which is our best Security.",119,
"As cha vel shin shirrey agh ny ta ymmyrchagh son y laa, er-y-fa dy vel shin shicker jeh, dy vod Eshyn ta cur dooin jiu, janoo myrgeddyn mearagh ; Shen-y-fa er y hon ta shin gearree nagh gou mad rouyer imnea.","And we only ask for Necessaries for one Day, because we are sure, that he who giveth to Day, can do so to Morrow ; for which therefore, we desire to take no thought.",119,
As leih dooin nyn loughtyn myr ta shin leih daue-syn ta janoo loughtyn nyn noi.,"And forgive us our Trespasses, as we forgive them that trespass against us.",120,
Q. Cre ta shin ayns shoh guee er y hon ?,Q. What do we here pray for ?,120,
"A. Dy bee Jee myghynagh dooin as dy leih e dooin nyn beccaghyn, nagh jean e nyn gerragh myr ta shin dy cairagh [118] toilchin, son myr shen te er Yialdyn daue ooilley ta goal rish as tregeil nyn beccaghyn.","A. That God would be merciful unto us, and forgive us our Sins ; that he would not punish us, as we justly deserve ; For so he hath promised to all such as confess and forsake their sins.",120,
Son y gialdyn grasoil cheddyn ta shin soilshagh shin hene booisal ayns dy arryltagh leih da ooilley ny ta er nianoo aggair dooin.,"For which gracious Promise, we shew our selves thankful, in freely forgiving all that have offended us.",120,
"As ta shin guee son Pardoon as ta shin leih da feallagh elley cha kinjagh as ta shin shirrey nyn arran gagh laa, Er-y-fa dy beagh Bea hene errey trome fegooish treshteil son myghyn.","And we pray for Pardon, and we forgive others as constantly as we ask our daily Bread, because Life it self would be a Burthen without Hopes of Mercy.",120,
"As ny leeid shin ayns miolagh, agh livrey shin veih olk.","And lead us not into Temptation, but deliver us from Evil.",120,
Q. Cre son ta shin prayal ayns yn Accan shoh ?,Q. What do we pray for in this Petition ?,120,
"A. Ta shin prayal dy vod Jee oddys ny lomarcan peccaghyn y leih, Shyn y leeideil liorish e ghrayse, nagh jean mad dy bragh eshyn y eagnagh d’ aagail Shin dooin hene, ny liggey dooin ve miolit er skyn ny oddys mad y ymmyrkey.","A. We pray that God, who only can forgive Sins, may prevent us by his Grace, that we may never force him to leave us to our selves, nor suffer us to be tempted above what we are able to bear.",120,
"Son ta shin ayns Main Seihl meechrauee veih shen as veih ny drough chreeaghyn ain hene, as veih soi-agh orrin y Drough spyrryd, Bun dy chooilley olk, as veih Baase dy bragh farraghtyn, yn kerragh smoo ooilley, ta shin guee er Jee shin y livrey, as grayse y chur dooin dy haghney miolaghyn chooish as oddys mad, dy ve kiarralagh jeh nyn raadjin, as gyn dy bragh treshteil ayns y niart ain hene, agh ayns y Jee bio. As er skyn ooilley ta shin guee nagh jean mad dy bragh beaghey ayns peccah erbee er fys dooin.","For we are in the midst of an evil World, from which, and from our own evil Hearts, and from the violent Assaults of Satan, the Author of all Evil, and from eternal Death, the worst of Evils, we pray God to deliver us, and to give us Grace to keep out of the way of Temptations, as much as may be ; to be careful of our Ways, and never to trust in our own Strength, but in the living God. And especially we pray, That we may never live in any known Sin.",120,
"[119] Son liats y Reereeaght, as y Phooar, as y Ghloyr son dy bragh as dy bragh.","For thine is the Kingdom, and the Power, and the Glory, for ever and ever.",121,
Q. Cre’n fa ta ny goan sodjeh shoh er ny choyrt gys y Phadjer ?,Q. Why are these Words added to this Prayer ?,121,
"A. Dy chur shin ayns cooinaghtyn gys quoi ta shin janoo Padjer, dy vod mad goal rish e phooar dy chooney lhien as dyn vreall shin ; Son Eshyn Ree’n teihl ooilley, da ta shin liastyn son ooilley’n vie t’ain ny oddys shin y gheddyn ; Da er-y-fa shen ta shin cur dy chooilley ooashley as gloyr son dy bragh.","A. To put us in mind, to whom we have been praying ; that we may acknowledg his Power to help and defend us ; For he is the King of all the World, to him we owe all the Good we have or can receive, to Him therefore we give all Honour and Glory for ever.",121,
