"[52]  O! dy row aynin ooilley, lheid y Cree shen, dy jinnagh shin aggle y ghoaill roish y Chiarn, as ooashley chur da dagh laa marish nyn slane lught-thieyn, dy voddagh eh ve dy mie marin as nyn gloan son dy bragh! Ta goan y Dooinney creeney feer vaghtal ayns yn trass chabdil jeh ny raaghyn creeney as y trass verse jeig as feed, “Ta mollaght y Chiarn ayns thie yn vee-crauee: agh t’eh bannaghey ynnyd-veaghee yn sleih ynrick.”","O! that there were such an heart in all of us, that we would fear the Lord, and serve Him with our whole houses, that it might be well with us, and our children for ever! The words of the Wise Man are very striking in Prov. iii. 33. The curse of the Lord is in the house of the wicked: but he blesseth the habitation of the just.",
"Cre’n stayd neu-hauchey as dangeragh shegin daue ve ayn, ta leeideil nyn mea, myr dy beagh eh fegooish Jee ayns y theihll, nagh vel gearree yn cooney as yn coadey echey ’sy vea shoh, ny soilshagh veg y gheill da nyn maynrys braa ny lurg shoh? nagh vel ayns ny thieyn oc wheesh as courey ny caslys dy chredjue: raad nagh vel cloan as sharvaantyn, ayns ynnyd v’er ny eam dy ghra nyn badjeryn gaghlaa, as scoan Sampleyr soït roue dy gholl dy lhiattee dy ghoaill nyn badjeryn orroo hene? Shegin da stayd lheid ny lught-thieyn an-chreestee ve feer trimshagh; cha vel fys aim [sic: aym / ain][122] kys oddys shee ny gerjagh erbee y ve oc, ny jercal dy jig lheu nhee erbee dy vel ad dy ghoaill ayns laue; shickyr cha vel ad ec traa erbee smooinaght, kys oddys ad gansoor son lheid yn veechraueeaght cronnal ’sy laa jerrinagh, tra nee ad shassoo roish stoyl briwnys Chreest, ayns shen dy chur coontey kys t’ad er chooilleeney saaraghyn y Sushtal shen, ta gynsagh shin, “dy lhisagh deiney kinjagh padjer y ghoaill as nagh lhisagh ad ve lhiastey, Luke xviii. 1. dy ghoaill Padjer dy kinjagh, as ayns dagh stayd dy chur booise.”—1 Thess. v. 17—18.","What an unsafe and dangerous condition must they be in, who live as it were without God in the world: who do not [90] seek for His aid and protection in this life, or shew any regard for their future and eternal welfare? Who have not in their houses so much as the form and appearance of Religion; where children and servants, instead of being called to daily Prayers in the family, have hardly an Example set them of retiring for private devotion? The state of such Heathenish families must be truly deplorable; I know not how they can enjoy any peace or comfort, or hope to thrive in any of their undertakings: Surely they have little thought how they should be able to answer for such notorious impiety at the last day, when they shall stand before the judgment-seat of Christ, there to give an account how they have performed the commands of that Gospel which teacheth us, that men ought always to pray, and not to faint, Luke xviii. 1; to pray without ceasing, and in every thing to give thanks, 1 Thess. v. 17, 18.",
"Er aght elley, adsyn, ta gaghlaa cur ooashley da Jee ayns firrinys nyn Gree marish nyn lught-thieyn as ayns ynnydyn er lheh, yiow ad gerjagh mooar veih lheid y chliaghtey dy jarroo ’sy theihll shoh, marish yn Leagh shen er skyn inish [sic: insh] yiow ad liorish ny lurg shoh. Nee Jee bishaghey ad, as ver eh da e Ainlyn currym har’roo; myr shen nagh jean olk erbee cheet er gerrey da’n chummal oc. Ver eh daue gerjaghyn as cooney kinjagh e Spyrryd casherick; dy leeideil ad ’sy raad ayn lhisagh ad gimmeeaght, as dy chur lesh ad gys Bea as gloyr dy bragh farraghtyn ec kione nyn yurnah. Shen-y-fa “t’ow fegooish leshtal, O Ghooinney, quoi erbee oo hene,” ta lhiggey shaghey dy hirveish dty Yee gys y chooid share jeh dty phooar as dty hushtey.","On the other hand, they that daily worship God with sincerity of heart in their families, and in their closets, will find great comfort from such a practice [91] even here, besides those unspeakable rewards which they will receive hereafter. God will bless and give his Angels charge over them; so that no evil shall befal them, neither shall any plague[123] come nigh their dwelling. He will grant them the continual comforts and assistance of his holy Spirit, to direct them in the way wherein they should go, and to bring them to everlasting life and glory at the end of their journey. Therefore “thou art inexcusable, O man, whosoever thou art,” that neglectest to serve thy God to the best of thy power and knowledge.",
"Ny lhig da fer erbee lhiggey er nagh vel traa echey dy [53] ghoaill Padjer gys Jee dy chooilley laa er lheh ny marish nyn lught thieyn. —Son nagh vel Jee cur dooin ooilley’n traa t’ain? Nagh re yn Laue echeysyn ta freayl shin ayns slaynt as cummal seose nyn anmeenyn ayns bioys? Nagh vel yn dooinney tarroogh, as yn labree boght as nyn Marrant er Jee son Niart dy gholl trooid nyn Obbyr gaghlaa? Shen y fa ta vondeish chammah as booise gearree [sic: geearree] dy jean dy chooilley ghooinney, ayns dagh stayd goaill rish feoiltys nyn Ayr flaunissagh, as cur nyn marrant kinjagh er e Phooar as e Vieys.","Let none pretend they have not time to pray to God every day in private, or with their families. —For, does not God give us all the time we have? Is it not His hand that keeps us in health, and upholds our souls in life? Does not the man of business, and the poor labourer, depend on God for strength to go through their daily round of labour? Therefore interest as well as gratitude calls upon all men, in every state, to acknowledge the bounty of their heavenly [92] Father, and continual dependence on His power and goodness.",
"Va ec Abraham lane maase as laane thalloo dy yeeaghyn ny lurg, agh ny yesh [sic: ny yeih] “chur eh Sarey da e chloan as e lught-thie dy hirveish y Chiarn.” Gen. xviii. 19.","Abraham had abundance of cattle and a great deal of ground to look after, but yet he made his children and his whole household serve the Lord, Gen. xviii. 19.",
"Va Joshua ny chiannoort harrish ooilley Israel, as va echey dy kinjagh lane cooishyn ayns laue, as ny yeih hoilshee eh shoh dy ve e chiarail crauee “Er my hon hene, as my lught-thie shirveish mayd y Chiarn.” Josh. xxiv. 15.","Joshua was ruler over all Israel, and had always a multiplicity of business upon his hands, and yet he declared this pious resolution, As for me and my house, we will serve the Lord, Josh. xxiv. 15.",
"David crauee, ga dy row eh reill reeriaght mooar, ny yeih “ghow eh Padjer dy kinjagh gys Jee fastyr as moghrey, as ec y vun-laa.” Psalm lv. 17. As ayns ynnyd elley t’eh ginsh dooin “dy row eh kiarait [i.e. kiarit] dy immeeaght ayns e Hie lesh cree ynrick, as nagh beagh veg ny sharvaantyn echey, agh lheid as veagh mie as crauee.” Ps. ci. 3—9.","Holy David, though he had the cares of a crown upon his head, yet constantly prayed to God, morning, evening, and at noon day, Psal. lv. 17. And in another place he tells us, he was resolved to walk in his house with a perfect heart, that none should be his servants but such as would be godly and religious, Psal. ci. 3, [9].",
"As Cornelius, ga ny hidoor, foast ve dooinney crauee, as hooar eh Caa dy ghoaill Padjer gys Jee dy kinjagh marish ooilley e Hie. Acts x. 2.","And Cornelius, though a Soldier, was yet a devout man, and found time to pray to God always with all his house, Acts x. 2.",
"Foddee shin ve shickyr jeh shoh, nagh vel yn traa callit, ta keauit ayns Shirveish Yee; son nee eh cooilleeney dooin reesht as jannoo mie dooin eh, as yiow mayd keayrt ennagh shickerys gys yn gherjagh ain, my ta shin er ve gyn Scughey as goll er nyn doshiaght ayns obbyr y Chiarn, nagh bee yn Laboraght ayns fardail ayns y Chiarn.","We may be assured of this, that it is not time lost which we spend in God’s service; for He will repay and make it up to us; and we shall, sooner or later, find to our comfort, that if we have been [93] stedfast and abounding in the work of the Lord, our labour shall not be in vain in the Lord.",
"Agh by [sic: dy] beagh shin shickyr dy choayl vondeish Seihltagh ennagh, ny dy veeteil rish dangere erbee, er coontey jannoo nyn Gurrym gys Jee; ny yeih ayns lheid ny cooishyn, shegin dooin lhiantyn, as tannaghtyn ayn lesh nyn gree. Ta’n coontey t’ain er Daniel er yn oyr shoh feer feeu dooin cooinaght er as geill vie y chur da, ch. 6. tra ve er ny vaggyrt er dy jinnagh eh coayll y vioys, my ghogh eh Padjer gys Jee son jeih laa as feed dy hraa, ny yei cha beagh eh er ny agglagh veih cooilleeney e Churrym gys e Er-croo as Er-coadee mooar, agh ren eh tannaghtyn, cordail rish y chli[54]aghtey, dy ghoaill Padjer gys Jee three keayrtyn ’sy laa. Son shoh ve keauit ayns ooig ny lionyn; agh cre cha yindyssagh as ren Jee sauail e Harvaant firrinagh liorish jeigh beïll ny lionyn, nagh ren ad yn skielley sloo erbee[124] da? Eshyn va marish Daniel, bee eh maroosyn ooilley ta dy cooinsheansagh farkiagh er; nagh jean ad fei-yerrey surranse asee [sic: assee] ny coayl erbee liorish. As myr va Daniel ayns ynnyd coayl e vioys, liorish yn aght shoh er ny hroggal gys ooashley syrjey; myr shen bee adsyn, ta dy cooinsheansagh shirveish Jee, myr lhisagh ad, dy mooar ayns foayr Yee, as yiow ad son firrinys bannaght as vondeish mooar ennagh liorish.","But were we sure to lose some worldly advantage, or to incur any danger on account of doing our duty to God; yet under such circumstances, we must adhere to, and resolutely persist in it. The history of Daniel to this purpose is worthy our serious attention, ch. vi. when he was threatened with the loss of his life, if he offered any petition for thirty days, yet he would not be deterred from performing his duty to his great Creator and Preserver, but continued, according to his custom, to pray to God three times a day. For this he was cast into the den of lions; but how wonderfully did God preserve his faithful servant, by shutting up the lions mouths, so that they did him not the least hurt; He who was with Daniel will be with all those who conscientiously wait upon Him; that they shall in the end suffer no loss or harm. And, as Daniel, instead of losing his life, was by this means promoted to higher honour, so those who make a conscience of serving [94] God as they ought, are high in God’s favour, and shall certainly reap some great benefit and advantage by it.",
"Myr ta tastey er ve goït liorish ymmodee deiney mie dy vel dy ghoaill toshiaght er laa yn doonaght ayns aght mie, as dy cheau eh ayns craueaght, yn aght shickyree dy gheddyn bannaght er yn chiaghtin ny lurg; as nagh vod dy bragh reddyn cheet dy mie lheusyn ta brishey as jannoo drogh ymmyd jeh’n laa casherick shoh: Myr shen myrgeddin, foddee adsyn ta goaill toshiaght as cur jerrey er dy chooilley laa lesh Padjer crauee, jercal rish bannaght Yee dy gholl maroo oie as laa, as dy ordrail dagh Nhee dy heet lheu er lheid yn Aght, as smoo as share vees son y foays oc; agh my ta Peccagh erbee cur yn currym shoh shaghey, as eddyr goll gys Obbyr ’sy voghrey, nys [sic: ny] gys fea ec yn oie, fegooish goaill padjer gys Jee, foddee ny lheid dy cairail [sic: cairal] jercal rish tuittym ayns peccah ennagh, ny dy jean lag-haghyrt ennagh cheet orroo ny er ny lught-thieyn oc; son cha vel shin dy bragh ayns sauchys eddyr veih peccah ny dangere fegooish kiarail Yee harrin, as Padjer yn ynrican aght dy hayrn yn ooilley niartal dy ghoaill kiarail jin as dy choadey shin, nagh jean olk erbee taghyrt dooin, cha-moo dowrin erbee cheet fare ny cummallyn ain.","It has been observed by many good men, that to begin the Lord’s day well, and to spend it in a religious manner, is the surest way to prosper in the following week; and that things can never go well with those who profane and mis-spend this holy day; and it is equally true, that they who begin and end every day with serious prayer, may hope for God’s blessing to prosper them day and night, and to order all things so to go with them, as shall be best and most for their good: but if any neglect this duty, and either go to work in the morning, or to rest in the evening, without having prayed to God, such may justly expect to fall into some sin, or to have some unfortunate accident happen to them or their families; for we are never safe either from sin or danger, without the care of God’s providence; and prayer is the only way to engage the Almighty to take care of and preserve us, that no evil shall befall us, neither shall any plague come nigh our dwellings.",
"Marish shoh, myr t’ain ooilley anmeenyn beayn, as stayd dy bragh farraghtyn dy chiarail er y hon, cha jean mayd shickyr mooaragh dy cheau shallityn fardalagh gaghlaa, ayns cur er y hoshiaght obbyr vooar nyn Saualtys. —Jean mayd laboragh son y beaghey ta goll naardey, as nagh gow mayd veg y tooilleil son y beaghey ta tannaghtyn gys y Vea dy bragh farraghtyn?","[95] Besides, as all of us have immortal souls, and an eternal state to provide for, we cannot surely think it much to spend a few minutes every day, in setting forward the important work of our Salvation. —Shall we labour for the meat that perisheth, and yet take no pains for the meat that endureth to everlasting life?",
"[55] Vod mayd clashtyn, ny lhaih goan nyn Saualtagh bannee[125] as gyn ve er nyn meiyghey? “Cre’n vondeish vees ec dooinney, my chosnys eh yn seihll ooilley, as e annym hene y choayl?” ","Can we hear or read these words of our blessed Saviour and not be moved? What shall it profit a man, if he shall gain the whole world and lose his own Soul? Mark viii. 36.",
"Lhig dooin goaill ain hene yn Dangere jeh goll magh ayns seihll meechrauee fegooish goaill padjer son e Vannaght as e choadey, ta freayll shin veih Olk, ta freayll arrey harrish yn goll magh as yn cheet stiagh ain.","Let us consider the hazard of going into an evil world, without having implored the blessing and protection of Him who keepeth us from evil: who preserveth our going out and our coming in.",
"Lhig dooin smooinaght rooin hene er ny ymmodee dangereyn ta shin foshlit roish ’syn oie tra ta shin cadley fegooish coadey as bannaght Yee: Quoi jin sloys surranse y hooillyn dy chadley, ny ferrooghyn y hooill dy ghoaill veg y fea, roish my vel shin er yeearree as er ghoaill Padjer son y choadey echeysyn, nagh vel eddyr saveenagh ny cadley. “Lhie mee sheese as chaddil mee,” t’an [sic: ta’n] Psalmist gra, “as dirree mee seose reesht: son ren y Chiarn my niartaghey. Ps. iii. 5. As seesht [sic: reesht] ayns y Ps. iv. 9. “Ne’ems [sic: Neem’s] lhie sheese ayns shee, as goaill my ea; son she uss, Hiarn, dty lomarcan, ta coyrt orrym veaghey ayns Sauchys.”","Let us consider the manifold dangers to which we are exposed in the night, when sleeping and defenceless: Who of us dare to suffer our eyes to sleep, or the temples of our head to take any rest, before we have sought and begged for His protection, who neither slumbereth nor sleepeth? I laid me down and slept, said [96] the Psalmist, and rose up again, for the Lord sustained me, Psalm iii. 5. And again, in Psalm. iv. 9, I will lay me down in peace, and take my rest: for it is Thou, Lord, only, that maketh me dwell in safety.",
"Shiuish Ayraghyn, as shiuish ta mainshtyryn lught-thieyn, gow jee gys nyn gree ny raaghyn aglagh shoh liorish yn Phadear. “Deayrt magh dt’eulys er ny lught-thieyn, nagh vel geamagh er dty Ennym,” Jer. x. 25. Smooinee jee myrgeddin kys ta’n Ostyl coyrlagh shiu “dy hroggal nyn gloan ayns ynsagh as aggle y Chiarn.” Ephes. vi. 4.","Ye Fathers, and ye that are Masters of families, consider those terrible words of the Prophet, Pour out thy fury upon the families that call not upon thy Name, Jer. x. 25. Consider also how the Apostle exhorts you to bring up your children in the nurture and admonition of the Lord, Ephes. vi. 4.",
"Shiuish ta aeg, cliaghtee jee shiu hene ’sy traa, er Jee,[126] ayns ooilley curmyn y Chiamble as y chiamyr, ny bee jee cha ommijagh as fardalagh as dy yarrood nyn Fercroo as Fer-coadee graysoil, tra smoo teh cooinaght erriu, “tra ta cainle y Chiarn soilshean mygeayrt y cabbane agglish eu,” as shiu goaill solley jeh slaynt as niart as miljyd y vea.","And ye that are young, acquaint yourselves betimes with God, in all the ways of holy address, and in all the duties of the sanctuary and the closet: Be not so foolish and unworthy as to forget your Maker and gracious Preserver, when he is most mindful of you, “when the candle of the Lord shines about your tabernacle,” and you are enjoying the health and strength and sweetness of life.",
